file,report_type,subcall,num_input_characters,extr_text_tokens,extr_prompt_instr_tokens,extr_total_needed,cot_text_tokens,cot_prompt_instr_tokens,cot_total_needed
602299.txt,pathology,path_extraction,581,185.0,622.0,807.0,,,
602299.txt,pathology,path_cot,581,,,,185.0,801.0,986.0
602299.txt,consult,cons_extraction,3179,754.0,622.0,1376.0,,,
602299.txt,consult,cons_cot,3179,,,,754.0,801.0,1555.0
1358956.txt,pathology,path_extraction,713,186.0,622.0,808.0,,,
1358956.txt,pathology,path_cot,713,,,,186.0,801.0,987.0
1399697.txt,pathology,path_extraction,368,99.0,622.0,721.0,,,
1399697.txt,pathology,path_cot,368,,,,99.0,801.0,900.0
1399697.txt,consult,cons_extraction,2183,549.0,622.0,1171.0,,,
1399697.txt,consult,cons_cot,2183,,,,549.0,801.0,1350.0
535790.txt,pathology,path_extraction,501,136.0,622.0,758.0,,,
535790.txt,pathology,path_cot,501,,,,136.0,801.0,937.0
1700089.txt,consult,cons_extraction,777,188.0,622.0,810.0,,,
1700089.txt,consult,cons_cot,777,,,,188.0,801.0,989.0
386754.txt,pathology,path_extraction,464,123.0,622.0,745.0,,,
386754.txt,pathology,path_cot,464,,,,123.0,801.0,924.0
386754.txt,consult,cons_extraction,1466,372.0,622.0,994.0,,,
386754.txt,consult,cons_cot,1466,,,,372.0,801.0,1173.0
376941.txt,pathology,path_extraction,1071,300.0,622.0,922.0,,,
376941.txt,pathology,path_cot,1071,,,,300.0,801.0,1101.0
376941.txt,consult,cons_extraction,3044,801.0,622.0,1423.0,,,
376941.txt,consult,cons_cot,3044,,,,801.0,801.0,1602.0
1044430.txt,pathology,path_extraction,410,110.0,622.0,732.0,,,
1044430.txt,pathology,path_cot,410,,,,110.0,801.0,911.0
864996.txt,pathology,path_extraction,904,249.0,622.0,871.0,,,
864996.txt,pathology,path_cot,904,,,,249.0,801.0,1050.0
864996.txt,consult,cons_extraction,1128,287.0,622.0,909.0,,,
864996.txt,consult,cons_cot,1128,,,,287.0,801.0,1088.0
175401.txt,consult,cons_extraction,816,233.0,622.0,855.0,,,
175401.txt,consult,cons_cot,816,,,,233.0,801.0,1034.0
361167.txt,pathology,path_extraction,996,303.0,622.0,925.0,,,
361167.txt,pathology,path_cot,996,,,,303.0,801.0,1104.0
361167.txt,consult,cons_extraction,2317,551.0,622.0,1173.0,,,
361167.txt,consult,cons_cot,2317,,,,551.0,801.0,1352.0
1452487.txt,pathology,path_extraction,629,168.0,622.0,790.0,,,
1452487.txt,pathology,path_cot,629,,,,168.0,801.0,969.0
1452487.txt,consult,cons_extraction,1519,399.0,622.0,1021.0,,,
1452487.txt,consult,cons_cot,1519,,,,399.0,801.0,1200.0
1100399.txt,pathology,path_extraction,627,185.0,622.0,807.0,,,
1100399.txt,pathology,path_cot,627,,,,185.0,801.0,986.0
1100399.txt,consult,cons_extraction,3492,811.0,622.0,1433.0,,,
1100399.txt,consult,cons_cot,3492,,,,811.0,801.0,1612.0
1215254.txt,consult,cons_extraction,1679,394.0,622.0,1016.0,,,
1215254.txt,consult,cons_cot,1679,,,,394.0,801.0,1195.0
1597827.txt,consult,cons_extraction,1938,480.0,622.0,1102.0,,,
1597827.txt,consult,cons_cot,1938,,,,480.0,801.0,1281.0
644397.txt,consult,cons_extraction,3615,924.0,622.0,1546.0,,,
644397.txt,consult,cons_cot,3615,,,,924.0,801.0,1725.0
1346920.txt,pathology,path_extraction,966,267.0,622.0,889.0,,,
1346920.txt,pathology,path_cot,966,,,,267.0,801.0,1068.0
1346920.txt,consult,cons_extraction,1508,361.0,622.0,983.0,,,
1346920.txt,consult,cons_cot,1508,,,,361.0,801.0,1162.0
832366.txt,pathology,path_extraction,475,127.0,622.0,749.0,,,
832366.txt,pathology,path_cot,475,,,,127.0,801.0,928.0
446977.txt,pathology,path_extraction,862,214.0,622.0,836.0,,,
446977.txt,pathology,path_cot,862,,,,214.0,801.0,1015.0
446977.txt,consult,cons_extraction,1770,477.0,622.0,1099.0,,,
446977.txt,consult,cons_cot,1770,,,,477.0,801.0,1278.0
1131291.txt,pathology,path_extraction,527,187.0,622.0,809.0,,,
1131291.txt,pathology,path_cot,527,,,,187.0,801.0,988.0
1131291.txt,consult,cons_extraction,2781,637.0,622.0,1259.0,,,
1131291.txt,consult,cons_cot,2781,,,,637.0,801.0,1438.0
957230.txt,pathology,path_extraction,480,161.0,622.0,783.0,,,
957230.txt,pathology,path_cot,480,,,,161.0,801.0,962.0
957230.txt,consult,cons_extraction,2252,521.0,622.0,1143.0,,,
957230.txt,consult,cons_cot,2252,,,,521.0,801.0,1322.0
1063176.txt,consult,cons_extraction,3565,841.0,622.0,1463.0,,,
1063176.txt,consult,cons_cot,3565,,,,841.0,801.0,1642.0
1147283.txt,pathology,path_extraction,454,159.0,622.0,781.0,,,
1147283.txt,pathology,path_cot,454,,,,159.0,801.0,960.0
1147283.txt,consult,cons_extraction,2331,517.0,622.0,1139.0,,,
1147283.txt,consult,cons_cot,2331,,,,517.0,801.0,1318.0
891128.txt,pathology,path_extraction,1271,351.0,622.0,973.0,,,
891128.txt,pathology,path_cot,1271,,,,351.0,801.0,1152.0
1037530.txt,consult,cons_extraction,3527,826.0,622.0,1448.0,,,
1037530.txt,consult,cons_cot,3527,,,,826.0,801.0,1627.0
1406690.txt,pathology,path_extraction,562,151.0,622.0,773.0,,,
1406690.txt,pathology,path_cot,562,,,,151.0,801.0,952.0
474844.txt,consult,cons_extraction,2740,661.0,622.0,1283.0,,,
474844.txt,consult,cons_cot,2740,,,,661.0,801.0,1462.0
692769.txt,pathology,path_extraction,478,161.0,622.0,783.0,,,
692769.txt,pathology,path_cot,478,,,,161.0,801.0,962.0
692769.txt,consult,cons_extraction,3713,903.0,622.0,1525.0,,,
692769.txt,consult,cons_cot,3713,,,,903.0,801.0,1704.0
1528517.txt,consult,cons_extraction,846,279.0,622.0,901.0,,,
1528517.txt,consult,cons_cot,846,,,,279.0,801.0,1080.0
1024961.txt,pathology,path_extraction,642,216.0,622.0,838.0,,,
1024961.txt,pathology,path_cot,642,,,,216.0,801.0,1017.0
1024961.txt,consult,cons_extraction,1908,433.0,622.0,1055.0,,,
1024961.txt,consult,cons_cot,1908,,,,433.0,801.0,1234.0
276343.txt,pathology,path_extraction,1446,456.0,622.0,1078.0,,,
276343.txt,pathology,path_cot,1446,,,,456.0,801.0,1257.0
276343.txt,consult,cons_extraction,1998,438.0,622.0,1060.0,,,
276343.txt,consult,cons_cot,1998,,,,438.0,801.0,1239.0
732897.txt,consult,cons_extraction,2195,505.0,622.0,1127.0,,,
732897.txt,consult,cons_cot,2195,,,,505.0,801.0,1306.0
1535811.txt,consult,cons_extraction,3526,838.0,622.0,1460.0,,,
1535811.txt,consult,cons_cot,3526,,,,838.0,801.0,1639.0
615500.txt,pathology,path_extraction,496,127.0,622.0,749.0,,,
615500.txt,pathology,path_cot,496,,,,127.0,801.0,928.0
615500.txt,consult,cons_extraction,2012,477.0,622.0,1099.0,,,
615500.txt,consult,cons_cot,2012,,,,477.0,801.0,1278.0
1277035.txt,pathology,path_extraction,654,185.0,622.0,807.0,,,
1277035.txt,pathology,path_cot,654,,,,185.0,801.0,986.0
1277035.txt,consult,cons_extraction,2397,610.0,622.0,1232.0,,,
1277035.txt,consult,cons_cot,2397,,,,610.0,801.0,1411.0
1513334.txt,consult,cons_extraction,2784,676.0,622.0,1298.0,,,
1513334.txt,consult,cons_cot,2784,,,,676.0,801.0,1477.0
1130580.txt,pathology,path_extraction,560,180.0,622.0,802.0,,,
1130580.txt,pathology,path_cot,560,,,,180.0,801.0,981.0
1130580.txt,consult,cons_extraction,2421,588.0,622.0,1210.0,,,
1130580.txt,consult,cons_cot,2421,,,,588.0,801.0,1389.0
359824.txt,pathology,path_extraction,458,122.0,622.0,744.0,,,
359824.txt,pathology,path_cot,458,,,,122.0,801.0,923.0
359824.txt,consult,cons_extraction,2870,802.0,622.0,1424.0,,,
359824.txt,consult,cons_cot,2870,,,,802.0,801.0,1603.0
330928.txt,consult,cons_extraction,2779,639.0,622.0,1261.0,,,
330928.txt,consult,cons_cot,2779,,,,639.0,801.0,1440.0
1138298.txt,pathology,path_extraction,629,188.0,622.0,810.0,,,
1138298.txt,pathology,path_cot,629,,,,188.0,801.0,989.0
1138298.txt,consult,cons_extraction,2254,507.0,622.0,1129.0,,,
1138298.txt,consult,cons_cot,2254,,,,507.0,801.0,1308.0
1618327.txt,pathology,path_extraction,1378,354.0,622.0,976.0,,,
1618327.txt,pathology,path_cot,1378,,,,354.0,801.0,1155.0
1209421.txt,consult,cons_extraction,2867,707.0,622.0,1329.0,,,
1209421.txt,consult,cons_cot,2867,,,,707.0,801.0,1508.0
1026509.txt,consult,cons_extraction,2813,632.0,622.0,1254.0,,,
1026509.txt,consult,cons_cot,2813,,,,632.0,801.0,1433.0
1334220.txt,pathology,path_extraction,2315,582.0,622.0,1204.0,,,
1334220.txt,pathology,path_cot,2315,,,,582.0,801.0,1383.0
307204.txt,pathology,path_extraction,627,200.0,622.0,822.0,,,
307204.txt,pathology,path_cot,627,,,,200.0,801.0,1001.0
307204.txt,consult,cons_extraction,3390,806.0,622.0,1428.0,,,
307204.txt,consult,cons_cot,3390,,,,806.0,801.0,1607.0
963098.txt,pathology,path_extraction,473,150.0,622.0,772.0,,,
963098.txt,pathology,path_cot,473,,,,150.0,801.0,951.0
963098.txt,consult,cons_extraction,1773,482.0,622.0,1104.0,,,
963098.txt,consult,cons_cot,1773,,,,482.0,801.0,1283.0
1338180.txt,pathology,path_extraction,600,153.0,622.0,775.0,,,
1338180.txt,pathology,path_cot,600,,,,153.0,801.0,954.0
1338180.txt,consult,cons_extraction,1258,322.0,622.0,944.0,,,
1338180.txt,consult,cons_cot,1258,,,,322.0,801.0,1123.0
607008.txt,pathology,path_extraction,679,230.0,622.0,852.0,,,
607008.txt,pathology,path_cot,679,,,,230.0,801.0,1031.0
607008.txt,consult,cons_extraction,2577,588.0,622.0,1210.0,,,
607008.txt,consult,cons_cot,2577,,,,588.0,801.0,1389.0
1297318.txt,consult,cons_extraction,1472,362.0,622.0,984.0,,,
1297318.txt,consult,cons_cot,1472,,,,362.0,801.0,1163.0
924048.txt,pathology,path_extraction,860,297.0,622.0,919.0,,,
924048.txt,pathology,path_cot,860,,,,297.0,801.0,1098.0
924048.txt,consult,cons_extraction,2977,684.0,622.0,1306.0,,,
924048.txt,consult,cons_cot,2977,,,,684.0,801.0,1485.0
1406086.txt,pathology,path_extraction,505,139.0,622.0,761.0,,,
1406086.txt,pathology,path_cot,505,,,,139.0,801.0,940.0
1406086.txt,consult,cons_extraction,3129,832.0,622.0,1454.0,,,
1406086.txt,consult,cons_cot,3129,,,,832.0,801.0,1633.0
1143295.txt,pathology,path_extraction,577,188.0,622.0,810.0,,,
1143295.txt,pathology,path_cot,577,,,,188.0,801.0,989.0
1143295.txt,consult,cons_extraction,2111,450.0,622.0,1072.0,,,
1143295.txt,consult,cons_cot,2111,,,,450.0,801.0,1251.0
1295003.txt,consult,cons_extraction,2917,727.0,622.0,1349.0,,,
1295003.txt,consult,cons_cot,2917,,,,727.0,801.0,1528.0
1188128.txt,pathology,path_extraction,1070,381.0,622.0,1003.0,,,
1188128.txt,pathology,path_cot,1070,,,,381.0,801.0,1182.0
1188128.txt,consult,cons_extraction,2012,510.0,622.0,1132.0,,,
1188128.txt,consult,cons_cot,2012,,,,510.0,801.0,1311.0
1142707.txt,pathology,path_extraction,860,262.0,622.0,884.0,,,
1142707.txt,pathology,path_cot,860,,,,262.0,801.0,1063.0
1142707.txt,consult,cons_extraction,2559,584.0,622.0,1206.0,,,
1142707.txt,consult,cons_cot,2559,,,,584.0,801.0,1385.0
1149446.txt,pathology,path_extraction,1879,616.0,622.0,1238.0,,,
1149446.txt,pathology,path_cot,1879,,,,616.0,801.0,1417.0
1149446.txt,consult,cons_extraction,2554,635.0,622.0,1257.0,,,
1149446.txt,consult,cons_cot,2554,,,,635.0,801.0,1436.0
680227.txt,consult,cons_extraction,1883,428.0,622.0,1050.0,,,
680227.txt,consult,cons_cot,1883,,,,428.0,801.0,1229.0
782833.txt,consult,cons_extraction,1790,431.0,622.0,1053.0,,,
782833.txt,consult,cons_cot,1790,,,,431.0,801.0,1232.0
1519382.txt,pathology,path_extraction,1690,457.0,622.0,1079.0,,,
1519382.txt,pathology,path_cot,1690,,,,457.0,801.0,1258.0
1519382.txt,consult,cons_extraction,1631,409.0,622.0,1031.0,,,
1519382.txt,consult,cons_cot,1631,,,,409.0,801.0,1210.0
307557.txt,pathology,path_extraction,1387,390.0,622.0,1012.0,,,
307557.txt,pathology,path_cot,1387,,,,390.0,801.0,1191.0
307557.txt,consult,cons_extraction,1847,457.0,622.0,1079.0,,,
307557.txt,consult,cons_cot,1847,,,,457.0,801.0,1258.0
759432.txt,pathology,path_extraction,1258,336.0,622.0,958.0,,,
759432.txt,pathology,path_cot,1258,,,,336.0,801.0,1137.0
759432.txt,consult,cons_extraction,1146,284.0,622.0,906.0,,,
759432.txt,consult,cons_cot,1146,,,,284.0,801.0,1085.0
1239735.txt,pathology,path_extraction,541,138.0,622.0,760.0,,,
1239735.txt,pathology,path_cot,541,,,,138.0,801.0,939.0
1239735.txt,consult,cons_extraction,1908,434.0,622.0,1056.0,,,
1239735.txt,consult,cons_cot,1908,,,,434.0,801.0,1235.0
1080401.txt,consult,cons_extraction,2653,614.0,622.0,1236.0,,,
1080401.txt,consult,cons_cot,2653,,,,614.0,801.0,1415.0
912580.txt,consult,cons_extraction,3145,751.0,622.0,1373.0,,,
912580.txt,consult,cons_cot,3145,,,,751.0,801.0,1552.0
1331038.txt,pathology,path_extraction,525,131.0,622.0,753.0,,,
1331038.txt,pathology,path_cot,525,,,,131.0,801.0,932.0
1331038.txt,consult,cons_extraction,1055,259.0,622.0,881.0,,,
1331038.txt,consult,cons_cot,1055,,,,259.0,801.0,1060.0
816794.txt,consult,cons_extraction,1485,526.0,622.0,1148.0,,,
816794.txt,consult,cons_cot,1485,,,,526.0,801.0,1327.0
1273369.txt,consult,cons_extraction,1725,402.0,622.0,1024.0,,,
1273369.txt,consult,cons_cot,1725,,,,402.0,801.0,1203.0
847829.txt,consult,cons_extraction,4575,1081.0,622.0,1703.0,,,
847829.txt,consult,cons_cot,4575,,,,1081.0,801.0,1882.0
556923.txt,pathology,path_extraction,780,216.0,622.0,838.0,,,
556923.txt,pathology,path_cot,780,,,,216.0,801.0,1017.0
556923.txt,consult,cons_extraction,3047,741.0,622.0,1363.0,,,
556923.txt,consult,cons_cot,3047,,,,741.0,801.0,1542.0
763380.txt,pathology,path_extraction,4445,1230.0,622.0,1852.0,,,
763380.txt,pathology,path_cot,4445,,,,1230.0,801.0,2031.0
763380.txt,consult,cons_extraction,1952,488.0,622.0,1110.0,,,
763380.txt,consult,cons_cot,1952,,,,488.0,801.0,1289.0
1174467.txt,pathology,path_extraction,471,155.0,622.0,777.0,,,
1174467.txt,pathology,path_cot,471,,,,155.0,801.0,956.0
1174467.txt,consult,cons_extraction,2144,491.0,622.0,1113.0,,,
1174467.txt,consult,cons_cot,2144,,,,491.0,801.0,1292.0
888602.txt,pathology,path_extraction,1520,366.0,622.0,988.0,,,
888602.txt,pathology,path_cot,1520,,,,366.0,801.0,1167.0
888602.txt,consult,cons_extraction,3048,713.0,622.0,1335.0,,,
888602.txt,consult,cons_cot,3048,,,,713.0,801.0,1514.0
1504578.txt,pathology,path_extraction,466,126.0,622.0,748.0,,,
1504578.txt,pathology,path_cot,466,,,,126.0,801.0,927.0
1504578.txt,consult,cons_extraction,1870,508.0,622.0,1130.0,,,
1504578.txt,consult,cons_cot,1870,,,,508.0,801.0,1309.0
484722.txt,pathology,path_extraction,419,111.0,622.0,733.0,,,
484722.txt,pathology,path_cot,419,,,,111.0,801.0,912.0
484722.txt,consult,cons_extraction,1601,370.0,622.0,992.0,,,
484722.txt,consult,cons_cot,1601,,,,370.0,801.0,1171.0
1223322.txt,pathology,path_extraction,726,218.0,622.0,840.0,,,
1223322.txt,pathology,path_cot,726,,,,218.0,801.0,1019.0
1223322.txt,consult,cons_extraction,1496,369.0,622.0,991.0,,,
1223322.txt,consult,cons_cot,1496,,,,369.0,801.0,1170.0
1457682.txt,pathology,path_extraction,3628,1041.0,622.0,1663.0,,,
1457682.txt,pathology,path_cot,3628,,,,1041.0,801.0,1842.0
1457682.txt,consult,cons_extraction,1739,420.0,622.0,1042.0,,,
1457682.txt,consult,cons_cot,1739,,,,420.0,801.0,1221.0
1194749.txt,pathology,path_extraction,712,216.0,622.0,838.0,,,
1194749.txt,pathology,path_cot,712,,,,216.0,801.0,1017.0
1194749.txt,consult,cons_extraction,3234,783.0,622.0,1405.0,,,
1194749.txt,consult,cons_cot,3234,,,,783.0,801.0,1584.0
1547573.txt,pathology,path_extraction,942,284.0,622.0,906.0,,,
1547573.txt,pathology,path_cot,942,,,,284.0,801.0,1085.0
1547573.txt,consult,cons_extraction,3910,1019.0,622.0,1641.0,,,
1547573.txt,consult,cons_cot,3910,,,,1019.0,801.0,1820.0
1089523.txt,pathology,path_extraction,3776,1055.0,622.0,1677.0,,,
1089523.txt,pathology,path_cot,3776,,,,1055.0,801.0,1856.0
1089523.txt,consult,cons_extraction,3570,856.0,622.0,1478.0,,,
1089523.txt,consult,cons_cot,3570,,,,856.0,801.0,1657.0
1387465.txt,pathology,path_extraction,2418,625.0,622.0,1247.0,,,
1387465.txt,pathology,path_cot,2418,,,,625.0,801.0,1426.0
1289220.txt,consult,cons_extraction,3921,934.0,622.0,1556.0,,,
1289220.txt,consult,cons_cot,3921,,,,934.0,801.0,1735.0
1306232.txt,consult,cons_extraction,815,211.0,622.0,833.0,,,
1306232.txt,consult,cons_cot,815,,,,211.0,801.0,1012.0
1365382.txt,consult,cons_extraction,1639,411.0,622.0,1033.0,,,
1365382.txt,consult,cons_cot,1639,,,,411.0,801.0,1212.0
486876.txt,pathology,path_extraction,525,131.0,622.0,753.0,,,
486876.txt,pathology,path_cot,525,,,,131.0,801.0,932.0
973526.txt,pathology,path_extraction,543,159.0,622.0,781.0,,,
973526.txt,pathology,path_cot,543,,,,159.0,801.0,960.0
973526.txt,consult,cons_extraction,1677,434.0,622.0,1056.0,,,
973526.txt,consult,cons_cot,1677,,,,434.0,801.0,1235.0
1475415.txt,pathology,path_extraction,470,122.0,622.0,744.0,,,
1475415.txt,pathology,path_cot,470,,,,122.0,801.0,923.0
1475415.txt,consult,cons_extraction,1569,410.0,622.0,1032.0,,,
1475415.txt,consult,cons_cot,1569,,,,410.0,801.0,1211.0
863972.txt,consult,cons_extraction,2832,717.0,622.0,1339.0,,,
863972.txt,consult,cons_cot,2832,,,,717.0,801.0,1518.0
136038.txt,consult,cons_extraction,4611,1138.0,622.0,1760.0,,,
136038.txt,consult,cons_cot,4611,,,,1138.0,801.0,1939.0
1106419.txt,consult,cons_extraction,4364,971.0,622.0,1593.0,,,
1106419.txt,consult,cons_cot,4364,,,,971.0,801.0,1772.0
1269016.txt,consult,cons_extraction,1367,336.0,622.0,958.0,,,
1269016.txt,consult,cons_cot,1367,,,,336.0,801.0,1137.0
738401.txt,pathology,path_extraction,776,218.0,622.0,840.0,,,
738401.txt,pathology,path_cot,776,,,,218.0,801.0,1019.0
738401.txt,consult,cons_extraction,2403,599.0,622.0,1221.0,,,
738401.txt,consult,cons_cot,2403,,,,599.0,801.0,1400.0
787354.txt,pathology,path_extraction,546,171.0,622.0,793.0,,,
787354.txt,pathology,path_cot,546,,,,171.0,801.0,972.0
787354.txt,consult,cons_extraction,1525,363.0,622.0,985.0,,,
787354.txt,consult,cons_cot,1525,,,,363.0,801.0,1164.0
1127947.txt,pathology,path_extraction,3429,883.0,622.0,1505.0,,,
1127947.txt,pathology,path_cot,3429,,,,883.0,801.0,1684.0
1127947.txt,consult,cons_extraction,3866,980.0,622.0,1602.0,,,
1127947.txt,consult,cons_cot,3866,,,,980.0,801.0,1781.0
469158.txt,pathology,path_extraction,713,193.0,622.0,815.0,,,
469158.txt,pathology,path_cot,713,,,,193.0,801.0,994.0
469158.txt,consult,cons_extraction,2238,513.0,622.0,1135.0,,,
469158.txt,consult,cons_cot,2238,,,,513.0,801.0,1314.0
1347153.txt,pathology,path_extraction,605,159.0,622.0,781.0,,,
1347153.txt,pathology,path_cot,605,,,,159.0,801.0,960.0
1020709.txt,consult,cons_extraction,1657,374.0,622.0,996.0,,,
1020709.txt,consult,cons_cot,1657,,,,374.0,801.0,1175.0
1213444.txt,consult,cons_extraction,2207,530.0,622.0,1152.0,,,
1213444.txt,consult,cons_cot,2207,,,,530.0,801.0,1331.0
1641810.txt,pathology,path_extraction,6312,1675.0,622.0,2297.0,,,
1641810.txt,pathology,path_cot,6312,,,,1675.0,801.0,2476.0
324434.txt,pathology,path_extraction,1490,411.0,622.0,1033.0,,,
324434.txt,pathology,path_cot,1490,,,,411.0,801.0,1212.0
324434.txt,consult,cons_extraction,2145,558.0,622.0,1180.0,,,
324434.txt,consult,cons_cot,2145,,,,558.0,801.0,1359.0
1178863.txt,pathology,path_extraction,1111,336.0,622.0,958.0,,,
1178863.txt,pathology,path_cot,1111,,,,336.0,801.0,1137.0
1178863.txt,consult,cons_extraction,2546,645.0,622.0,1267.0,,,
1178863.txt,consult,cons_cot,2546,,,,645.0,801.0,1446.0
106520.txt,consult,cons_extraction,774,208.0,622.0,830.0,,,
106520.txt,consult,cons_cot,774,,,,208.0,801.0,1009.0
521644.txt,pathology,path_extraction,1020,261.0,622.0,883.0,,,
521644.txt,pathology,path_cot,1020,,,,261.0,801.0,1062.0
521644.txt,consult,cons_extraction,3233,767.0,622.0,1389.0,,,
521644.txt,consult,cons_cot,3233,,,,767.0,801.0,1568.0
474079.txt,pathology,path_extraction,569,144.0,622.0,766.0,,,
474079.txt,pathology,path_cot,569,,,,144.0,801.0,945.0
474079.txt,consult,cons_extraction,3167,761.0,622.0,1383.0,,,
474079.txt,consult,cons_cot,3167,,,,761.0,801.0,1562.0
154306.txt,pathology,path_extraction,487,125.0,622.0,747.0,,,
154306.txt,pathology,path_cot,487,,,,125.0,801.0,926.0
860978.txt,pathology,path_extraction,558,137.0,622.0,759.0,,,
860978.txt,pathology,path_cot,558,,,,137.0,801.0,938.0
1621194.txt,pathology,path_extraction,953,288.0,622.0,910.0,,,
1621194.txt,pathology,path_cot,953,,,,288.0,801.0,1089.0
1621194.txt,consult,cons_extraction,3164,790.0,622.0,1412.0,,,
1621194.txt,consult,cons_cot,3164,,,,790.0,801.0,1591.0
1476181.txt,pathology,path_extraction,638,157.0,622.0,779.0,,,
1476181.txt,pathology,path_cot,638,,,,157.0,801.0,958.0
1476181.txt,consult,cons_extraction,1246,297.0,622.0,919.0,,,
1476181.txt,consult,cons_cot,1246,,,,297.0,801.0,1098.0
207046.txt,consult,cons_extraction,831,243.0,622.0,865.0,,,
207046.txt,consult,cons_cot,831,,,,243.0,801.0,1044.0
1295667.txt,pathology,path_extraction,1124,264.0,622.0,886.0,,,
1295667.txt,pathology,path_cot,1124,,,,264.0,801.0,1065.0
1295667.txt,consult,cons_extraction,1490,370.0,622.0,992.0,,,
1295667.txt,consult,cons_cot,1490,,,,370.0,801.0,1171.0
1257269.txt,consult,cons_extraction,2593,607.0,622.0,1229.0,,,
1257269.txt,consult,cons_cot,2593,,,,607.0,801.0,1408.0
1340671.txt,consult,cons_extraction,1351,347.0,622.0,969.0,,,
1340671.txt,consult,cons_cot,1351,,,,347.0,801.0,1148.0
1329878.txt,consult,cons_extraction,2530,602.0,622.0,1224.0,,,
1329878.txt,consult,cons_cot,2530,,,,602.0,801.0,1403.0
1190812.txt,pathology,path_extraction,861,261.0,622.0,883.0,,,
1190812.txt,pathology,path_cot,861,,,,261.0,801.0,1062.0
1122727.txt,pathology,path_extraction,628,181.0,622.0,803.0,,,
1122727.txt,pathology,path_cot,628,,,,181.0,801.0,982.0
1122727.txt,consult,cons_extraction,3186,757.0,622.0,1379.0,,,
1122727.txt,consult,cons_cot,3186,,,,757.0,801.0,1558.0
465567.txt,consult,cons_extraction,3189,852.0,622.0,1474.0,,,
465567.txt,consult,cons_cot,3189,,,,852.0,801.0,1653.0
1066410.txt,consult,cons_extraction,3131,769.0,622.0,1391.0,,,
1066410.txt,consult,cons_cot,3131,,,,769.0,801.0,1570.0
1427932.txt,pathology,path_extraction,1377,381.0,622.0,1003.0,,,
1427932.txt,pathology,path_cot,1377,,,,381.0,801.0,1182.0
1337276.txt,consult,cons_extraction,1999,507.0,622.0,1129.0,,,
1337276.txt,consult,cons_cot,1999,,,,507.0,801.0,1308.0
378985.txt,consult,cons_extraction,897,233.0,622.0,855.0,,,
378985.txt,consult,cons_cot,897,,,,233.0,801.0,1034.0
1451513.txt,consult,cons_extraction,2283,547.0,622.0,1169.0,,,
1451513.txt,consult,cons_cot,2283,,,,547.0,801.0,1348.0
1460055.txt,pathology,path_extraction,398,114.0,622.0,736.0,,,
1460055.txt,pathology,path_cot,398,,,,114.0,801.0,915.0
1460055.txt,consult,cons_extraction,1393,356.0,622.0,978.0,,,
1460055.txt,consult,cons_cot,1393,,,,356.0,801.0,1157.0
187518.txt,pathology,path_extraction,727,223.0,622.0,845.0,,,
187518.txt,pathology,path_cot,727,,,,223.0,801.0,1024.0
187518.txt,consult,cons_extraction,5070,1199.0,622.0,1821.0,,,
187518.txt,consult,cons_cot,5070,,,,1199.0,801.0,2000.0
1092994.txt,consult,cons_extraction,2732,630.0,622.0,1252.0,,,
1092994.txt,consult,cons_cot,2732,,,,630.0,801.0,1431.0
242635.txt,pathology,path_extraction,605,160.0,622.0,782.0,,,
242635.txt,pathology,path_cot,605,,,,160.0,801.0,961.0
242635.txt,consult,cons_extraction,1536,373.0,622.0,995.0,,,
242635.txt,consult,cons_cot,1536,,,,373.0,801.0,1174.0
250322.txt,consult,cons_extraction,2241,552.0,622.0,1174.0,,,
250322.txt,consult,cons_cot,2241,,,,552.0,801.0,1353.0
1548911.txt,consult,cons_extraction,4969,1248.0,622.0,1870.0,,,
1548911.txt,consult,cons_cot,4969,,,,1248.0,801.0,2049.0
1130120.txt,pathology,path_extraction,3943,1185.0,622.0,1807.0,,,
1130120.txt,pathology,path_cot,3943,,,,1185.0,801.0,1986.0
1130120.txt,consult,cons_extraction,4987,1188.0,622.0,1810.0,,,
1130120.txt,consult,cons_cot,4987,,,,1188.0,801.0,1989.0
1075533.txt,consult,cons_extraction,3532,801.0,622.0,1423.0,,,
1075533.txt,consult,cons_cot,3532,,,,801.0,801.0,1602.0
1031266.txt,pathology,path_extraction,505,135.0,622.0,757.0,,,
1031266.txt,pathology,path_cot,505,,,,135.0,801.0,936.0
1031266.txt,consult,cons_extraction,1949,450.0,622.0,1072.0,,,
1031266.txt,consult,cons_cot,1949,,,,450.0,801.0,1251.0
1300290.txt,consult,cons_extraction,3132,758.0,622.0,1380.0,,,
1300290.txt,consult,cons_cot,3132,,,,758.0,801.0,1559.0
1424359.txt,consult,cons_extraction,1158,285.0,622.0,907.0,,,
1424359.txt,consult,cons_cot,1158,,,,285.0,801.0,1086.0
1424032.txt,consult,cons_extraction,2011,497.0,622.0,1119.0,,,
1424032.txt,consult,cons_cot,2011,,,,497.0,801.0,1298.0
1406838.txt,pathology,path_extraction,538,158.0,622.0,780.0,,,
1406838.txt,pathology,path_cot,538,,,,158.0,801.0,959.0
1406838.txt,consult,cons_extraction,1963,508.0,622.0,1130.0,,,
1406838.txt,consult,cons_cot,1963,,,,508.0,801.0,1309.0
998834.txt,pathology,path_extraction,580,165.0,622.0,787.0,,,
998834.txt,pathology,path_cot,580,,,,165.0,801.0,966.0
998834.txt,consult,cons_extraction,2642,690.0,622.0,1312.0,,,
998834.txt,consult,cons_cot,2642,,,,690.0,801.0,1491.0
